nflId,season,teamId,displayName,firstName,middleName,lastName,suffix,status,positionGroup,position,esbId,gsisId,homeTown,collegeId,collegeName,height,weight,headshot_url,profile_url,birthDate,jerseyNumber
220,2012,3800,Early Doucet,Early,Joseph,Doucet,III,ACT,WR,WR,DOU051723,00-0026221,New Iberia, LA,6373,LSU,6-0,212,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DOU051723.png,http://www.nfl.com/player/earlydoucet/220/profile,1985-10-28,85
222,2008,200,Harry Douglas,Harry,,Douglas,IV,ACT,WR,WR,DOU372712,00-0026224,Tampa, FL,1838,Louisville,5-11,171,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DOU372712.png,http://www.nfl.com/player/harrydouglas/222/profile,1984-09-16,83
222,2009,200,Harry Douglas,Harry,,Douglas,IV,RES,WR,WR,DOU372712,00-0026224,Tampa, FL,1838,Louisville,6-0,182,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DOU372712.png,http://www.nfl.com/player/harrydouglas/222/profile,1984-09-16,83
222,2010,200,Harry Douglas,Harry,,Douglas,IV,ACT,WR,WR,DOU372712,00-0026224,Tampa, FL,1838,Louisville,6-0,182,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DOU372712.png,http://www.nfl.com/player/harrydouglas/222/profile,1984-09-16,83
222,2011,200,Harry Douglas,Harry,,Douglas,IV,ACT,WR,WR,DOU372712,00-0026224,Tampa, FL,1838,Louisville,6-0,183,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DOU372712.png,http://www.nfl.com/player/harrydouglas/222/profile,1984-09-16,83
222,2012,200,Harry Douglas,Harry,,Douglas,IV,ACT,WR,WR,DOU372712,00-0026224,Tampa, FL,1838,Louisville,6-0,183,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DOU372712.png,http://www.nfl.com/player/harrydouglas/222/profile,1984-09-16,83
222,2013,200,Harry Douglas,Harry,,Douglas,IV,ACT,WR,WR,DOU372712,00-0026224,Tampa, FL,1838,Louisville,6-0,183,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DOU372712.png,http://www.nfl.com/player/harrydouglas/222/profile,1984-09-16,83
222,2014,200,Harry Douglas,Harry,,Douglas,IV,ACT,WR,WR,DOU372712,00-0026224,Tampa, FL,1838,Louisville,6-0,183,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DOU372712.png,http://www.nfl.com/player/harrydouglas/222/profile,1984-09-16,83
222,2015,2100,Harry Douglas,Harry,,Douglas,IV,ACT,WR,WR,DOU372712,00-0026224,Tampa, FL,1838,Louisville,6-0,183,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DOU372712.png,http://www.nfl.com/player/harrydouglas/222/profile,1984-09-16,83
222,2016,2100,Harry Douglas,Harry,,Douglas,IV,ACT,WR,WR,DOU372712,00-0026224,Tampa, FL,1838,Louisville,6-0,183,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DOU372712.png,http://www.nfl.com/player/harrydouglas/222/profile,1984-09-16,83
222,2017,2100,Harry Douglas,Harry,,Douglas,IV,ACT,WR,WR,DOU372712,00-0026224,Tampa, FL,1838,Louisville,6-0,183,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DOU372712.png,http://www.nfl.com/player/harrydouglas/222/profile,1984-09-16,83
224,2008,3300,Jo-Lonn Dunbar,Jo-Lonn,D.,Dunbar,,ACT,LB,LB,DUN097263,00-0025838,Syracuse, NY,3083,Boston College,6-0,226,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DUN097263.png,http://www.nfl.com/player/jo-lonndunbar/224/profile,1985-03-13,56
224,2009,3300,Jo-Lonn Dunbar,Jo-Lonn,D.,Dunbar,,RES,LB,OLB,DUN097263,00-0025838,Syracuse, NY,3083,Boston College,6-0,226,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DUN097263.png,http://www.nfl.com/player/jo-lonndunbar/224/profile,1985-03-13,56
224,2010,3300,Jo-Lonn Dunbar,Jo-Lonn,D.,Dunbar,,ACT,LB,OLB,DUN097263,00-0025838,Syracuse, NY,3083,Boston College,6-0,226,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DUN097263.png,http://www.nfl.com/player/jo-lonndunbar/224/profile,1985-03-13,56
224,2011,3300,Jo-Lonn Dunbar,Jo-Lonn,D.,Dunbar,,ACT,LB,OLB,DUN097263,00-0025838,Syracuse, NY,3083,Boston College,6-0,226,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DUN097263.png,http://www.nfl.com/player/jo-lonndunbar/224/profile,1985-03-13,56
224,2012,2510,Jo-Lonn Dunbar,Jo-Lonn,D.,Dunbar,,ACT,LB,OLB,DUN097263,00-0025838,Syracuse, NY,3083,Boston College,6-0,226,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DUN097263.png,http://www.nfl.com/player/jo-lonndunbar/224/profile,1985-03-13,58
224,2013,2510,Jo-Lonn Dunbar,Jo-Lonn,D.,Dunbar,,ACT,LB,OLB,DUN097263,00-0025838,Syracuse, NY,3083,Boston College,6-0,226,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DUN097263.png,http://www.nfl.com/player/jo-lonndunbar/224/profile,1985-03-13,58
224,2014,2510,Jo-Lonn Dunbar,Jo-Lonn,D.,Dunbar,,ACT,LB,OLB,DUN097263,00-0025838,Syracuse, NY,3083,Boston College,6-0,235,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DUN097263.png,http://www.nfl.com/player/jo-lonndunbar/224/profile,1985-03-13,58
224,2015,3300,Jo-Lonn Dunbar,Jo-Lonn,D.,Dunbar,,CUT,LB,OLB,DUN097263,00-0025838,Syracuse, NY,3083,Boston College,6-0,235,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DUN097263.png,http://www.nfl.com/player/jo-lonndunbar/224/profile,1985-03-13,54
226,2008,610,Chris Ellis,Chris,James,Ellis,,RES,DL,DE,ELL422940,00-0026212,,5859,Virginia Tech,6-4,261,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ELL422940.png,http://www.nfl.com/player/chrisellis/226/profile,1985-02-11,93
226,2009,610,Chris Ellis,Chris,James,Ellis,,ACT,DL,DE,ELL422940,00-0026212,,5859,Virginia Tech,6-4,261,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ELL422940.png,http://www.nfl.com/player/chrisellis/226/profile,1985-02-11,93
226,2010,3900,Chris Ellis,Chris,James,Ellis,,DEV,LB,OLB,ELL422940,00-0026212,,5859,Virginia Tech,6-4,261,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ELL422940.png,http://www.nfl.com/player/chrisellis/226/profile,1985-02-11,
226,2011,3900,Chris Ellis,Chris,James,Ellis,,CUT,LB,LB,ELL422940,00-0026212,,5859,Virginia Tech,6-4,267,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ELL422940.png,http://www.nfl.com/player/chrisellis/226/profile,1985-02-11,90
228,2008,3300,Sedrick Ellis,Sedrick,Dwayne,Ellis,,ACT,DL,DT,ELL641039,00-0026147,Los Angeles, CA,4852,USC,6-1,307,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ELL641039.png,http://www.nfl.com/player/sedrickellis/228/profile,1985-07-09,98
228,2009,3300,Sedrick Ellis,Sedrick,Dwayne,Ellis,,ACT,DL,DT,ELL641039,00-0026147,Los Angeles, CA,4852,USC,6-1,307,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ELL641039.png,http://www.nfl.com/player/sedrickellis/228/profile,1985-07-09,98
228,2010,3300,Sedrick Ellis,Sedrick,Dwayne,Ellis,,ACT,DL,DT,ELL641039,00-0026147,Los Angeles, CA,4852,USC,6-1,307,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ELL641039.png,http://www.nfl.com/player/sedrickellis/228/profile,1985-07-09,98
228,2011,3300,Sedrick Ellis,Sedrick,Dwayne,Ellis,,ACT,DL,DT,ELL641039,00-0026147,Los Angeles, CA,4852,USC,6-1,307,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ELL641039.png,http://www.nfl.com/player/sedrickellis/228/profile,1985-07-09,98
228,2012,3300,Sedrick Ellis,Sedrick,Dwayne,Ellis,,ACT,DL,DT,ELL641039,00-0026147,Los Angeles, CA,4852,USC,6-1,307,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ELL641039.png,http://www.nfl.com/player/sedrickellis/228/profile,1985-07-09,98
230,2008,1540,Jerome Felton,Jerome,Jean-Marie,Felton,,ACT,RB,FB,FEL642097,00-0026286,Duren, Germany,5222,Furman,6-0,246,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FEL642097.png,http://www.nfl.com/player/jeromefelton/230/profile,1986-07-03,45
230,2009,1540,Jerome Felton,Jerome,Jean-Marie,Felton,,ACT,RB,FB,FEL642097,00-0026286,Duren, Germany,5222,Furman,6-0,246,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FEL642097.png,http://www.nfl.com/player/jeromefelton/230/profile,1986-07-03,45
230,2010,1540,Jerome Felton,Jerome,Jean-Marie,Felton,,ACT,RB,FB,FEL642097,00-0026286,Duren, Germany,5222,Furman,6-0,246,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FEL642097.png,http://www.nfl.com/player/jeromefelton/230/profile,1986-07-03,45
230,2011,2200,Jerome Felton,Jerome,Jean-Marie,Felton,,ACT,RB,FB,FEL642097,00-0026286,Duren, Germany,5222,Furman,6-0,246,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FEL642097.png,http://www.nfl.com/player/jeromefelton/230/profile,1986-07-03,42
230,2012,3000,Jerome Felton,Jerome,Jean-Marie,Felton,,ACT,RB,FB,FEL642097,00-0026286,Duren, Germany,5222,Furman,6-0,248,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FEL642097.png,http://www.nfl.com/player/jeromefelton/230/profile,1986-07-03,42
230,2013,3000,Jerome Felton,Jerome,Jean-Marie,Felton,,ACT,RB,FB,FEL642097,00-0026286,Duren, Germany,5222,Furman,6-0,248,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FEL642097.png,http://www.nfl.com/player/jeromefelton/230/profile,1986-07-03,42
230,2014,3000,Jerome Felton,Jerome,Jean-Marie,Felton,,ACT,RB,FB,FEL642097,00-0026286,Duren, Germany,5222,Furman,6-0,248,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FEL642097.png,http://www.nfl.com/player/jeromefelton/230/profile,1986-07-03,42
230,2015,610,Jerome Felton,Jerome,Jean-Marie,Felton,,ACT,RB,FB,FEL642097,00-0026286,Duren, Germany,5222,Furman,6-0,248,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FEL642097.png,http://www.nfl.com/player/jeromefelton/230/profile,1986-07-03,42
230,2016,610,Jerome Felton,Jerome,Jean-Marie,Felton,,ACT,RB,FB,FEL642097,00-0026286,Duren, Germany,5222,Furman,6-0,248,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FEL642097.png,http://www.nfl.com/player/jeromefelton/230/profile,1986-07-03,42
232,2008,2520,Robert Felton,Robert,,Felton,,DEV,OL,G,FEL722424,00-0025879,,6866,Arkansas,6-4,324,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FEL722424.png,http://www.nfl.com/player/robertfelton/232/profile,1984-09-25,
234,2008,810,Matt Forte,Matt,Garrett,Forte,,ACT,RB,RB,FOR645404,00-0026184,Lake Charles, LA,6832,Tulane,6-2,216,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FOR645404.png,http://www.nfl.com/player/mattforte/234/profile,1985-12-10,22
234,2009,810,Matt Forte,Matt,Garrett,Forte,,ACT,RB,RB,FOR645404,00-0026184,Lake Charles, LA,6832,Tulane,6-2,218,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FOR645404.png,http://www.nfl.com/player/mattforte/234/profile,1985-12-10,22
234,2010,810,Matt Forte,Matt,Garrett,Forte,,ACT,RB,RB,FOR645404,00-0026184,Lake Charles, LA,6832,Tulane,6-2,218,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FOR645404.png,http://www.nfl.com/player/mattforte/234/profile,1985-12-10,22
234,2011,810,Matt Forte,Matt,Garrett,Forte,,RES,RB,RB,FOR645404,00-0026184,Lake Charles, LA,6832,Tulane,6-2,218,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FOR645404.png,http://www.nfl.com/player/mattforte/234/profile,1985-12-10,22
234,2012,810,Matt Forte,Matt,Garrett,Forte,,ACT,RB,RB,FOR645404,00-0026184,Lake Charles, LA,6832,Tulane,6-2,218,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FOR645404.png,http://www.nfl.com/player/mattforte/234/profile,1985-12-10,22
234,2013,810,Matt Forte,Matt,Garrett,Forte,,ACT,RB,RB,FOR645404,00-0026184,Lake Charles, LA,6832,Tulane,6-2,218,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FOR645404.png,http://www.nfl.com/player/mattforte/234/profile,1985-12-10,22
234,2014,810,Matt Forte,Matt,Garrett,Forte,,ACT,RB,RB,FOR645404,00-0026184,Lake Charles, LA,6832,Tulane,6-2,218,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FOR645404.png,http://www.nfl.com/player/mattforte/234/profile,1985-12-10,22
234,2015,810,Matt Forte,Matt,Garrett,Forte,,ACT,RB,RB,FOR645404,00-0026184,Lake Charles, LA,6832,Tulane,6-2,218,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FOR645404.png,http://www.nfl.com/player/mattforte/234/profile,1985-12-10,22
234,2016,3430,Matt Forte,Matt,Garrett,Forte,,RES,RB,RB,FOR645404,00-0026184,Lake Charles, LA,6832,Tulane,6-2,218,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FOR645404.png,http://www.nfl.com/player/mattforte/234/profile,1985-12-10,22
234,2017,3430,Matt Forte,Matt,Garrett,Forte,,RES,RB,RB,FOR645404,00-0026184,Lake Charles, LA,6832,Tulane,6-2,218,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FOR645404.png,http://www.nfl.com/player/mattforte/234/profile,1985-12-10,22
238,2008,2510,John Greco,John,Patrick,Greco,,ACT,OL,T,GRE029234,00-0026205,Ravenna, OH,1845,Toledo,6-4,314,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRE029234.png,http://www.nfl.com/player/johngreco/238/profile,1985-03-24,79
238,2009,2510,John Greco,John,Patrick,Greco,,ACT,OL,G,GRE029234,00-0026205,Ravenna, OH,1845,Toledo,6-4,329,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRE029234.png,http://www.nfl.com/player/johngreco/238/profile,1985-03-24,79
238,2010,2510,John Greco,John,Patrick,Greco,,ACT,OL,G,GRE029234,00-0026205,Ravenna, OH,1845,Toledo,6-4,329,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRE029234.png,http://www.nfl.com/player/johngreco/238/profile,1985-03-24,79
238,2011,1050,John Greco,John,Patrick,Greco,,ACT,OL,OL,GRE029234,00-0026205,Ravenna, OH,1845,Toledo,6-4,315,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRE029234.png,http://www.nfl.com/player/johngreco/238/profile,1985-03-24,77
238,2012,1050,John Greco,John,Patrick,Greco,,ACT,OL,G,GRE029234,00-0026205,Ravenna, OH,1845,Toledo,6-4,315,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRE029234.png,http://www.nfl.com/player/johngreco/238/profile,1985-03-24,77
238,2013,1050,John Greco,John,Patrick,Greco,,ACT,OL,G,GRE029234,00-0026205,Ravenna, OH,1845,Toledo,6-4,315,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRE029234.png,http://www.nfl.com/player/johngreco/238/profile,1985-03-24,77
238,2014,1050,John Greco,John,Patrick,Greco,,ACT,OL,G,GRE029234,00-0026205,Ravenna, OH,1845,Toledo,6-4,318,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRE029234.png,http://www.nfl.com/player/johngreco/238/profile,1985-03-24,77
238,2015,1050,John Greco,John,Patrick,Greco,,RES,OL,G,GRE029234,00-0026205,Ravenna, OH,1845,Toledo,6-4,318,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRE029234.png,http://www.nfl.com/player/johngreco/238/profile,1985-03-24,77
238,2016,1050,John Greco,John,Patrick,Greco,,RES,OL,G,GRE029234,00-0026205,Ravenna, OH,1845,Toledo,6-4,318,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRE029234.png,http://www.nfl.com/player/johngreco/238/profile,1985-03-24,77
238,2017,3410,John Greco,John,Patrick,Greco,,ACT,OL,OT,GRE029234,00-0026205,Ravenna, OH,1845,Toledo,6-4,318,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRE029234.png,http://www.nfl.com/player/johngreco/238/profile,1985-03-24,73
238,2018,3410,John Greco,John,Patrick,Greco,,ACT,OL,C,GRE029234,00-0026205,Ravenna, OH,1845,Toledo,6-5,316,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRE029234.png,http://www.nfl.com/player/johngreco/238/profile,1985-03-24,73
240,2008,2250,Quentin Groves,Quentin,D.,Groves,,ACT,DL,DE,GRO760958,00-0026192,Greenville, MS,1005,Auburn,6-3,259,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRO760958.png,http://www.nfl.com/player/quentingroves/240/profile,1984-07-05,93
240,2009,2250,Quentin Groves,Quentin,D.,Groves,,ACT,DL,DE,GRO760958,00-0026192,Greenville, MS,1005,Auburn,6-3,264,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRO760958.png,http://www.nfl.com/player/quentingroves/240/profile,1984-07-05,54
240,2010,2520,Quentin Groves,Quentin,D.,Groves,,ACT,LB,OLB,GRO760958,00-0026192,Greenville, MS,1005,Auburn,6-3,265,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRO760958.png,http://www.nfl.com/player/quentingroves/240/profile,1984-07-05,52
240,2011,2520,Quentin Groves,Quentin,D.,Groves,,ACT,LB,OLB,GRO760958,00-0026192,Greenville, MS,1005,Auburn,6-3,265,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRO760958.png,http://www.nfl.com/player/quentingroves/240/profile,1984-07-05,52
240,2012,3800,Quentin Groves,Quentin,D.,Groves,,ACT,LB,OLB,GRO760958,00-0026192,Greenville, MS,1005,Auburn,6-3,265,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRO760958.png,http://www.nfl.com/player/quentingroves/240/profile,1984-07-05,54
240,2013,1050,Quentin Groves,Quentin,D.,Groves,,RES,LB,OLB,GRO760958,00-0026192,Greenville, MS,1005,Auburn,6-3,265,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRO760958.png,http://www.nfl.com/player/quentingroves/240/profile,1984-07-05,54
240,2014,2100,Quentin Groves,Quentin,D.,Groves,,ACT,LB,OLB,GRO760958,00-0026192,Greenville, MS,1005,Auburn,6-3,265,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRO760958.png,http://www.nfl.com/player/quentingroves/240/profile,1984-07-05,53
240,2015,610,Quentin Groves,Quentin,D.,Groves,,CUT,LB,LB,GRO760958,00-0026192,Greenville, MS,1005,Auburn,6-3,265,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRO760958.png,http://www.nfl.com/player/quentingroves/240/profile,1984-07-05,49
242,2008,2520,D.J. Hall,D.J.,,Hall,,DEV,WR,WR,HAL279675,00-0026135,,1830,Alabama,6-2,195,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAL279675.png,http://www.nfl.com/player/d.j.hall/242/profile,1986-07-18,
244,2008,610,Vince Hall,Vince,Larry,Hall,,DEV,LB,OLB,HAL558643,00-0026137,Kingsville, TX,5859,Virginia Tech,5-11,239,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAL558643.png,http://www.nfl.com/player/vincehall/244/profile,1984-12-03,
246,2008,2200,Mike Hart,Mike,Michael,Hart,,RES,RB,RB,HAR690631,00-0026342,Syracuse, NY,1839,Michigan,5-9,206,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAR690631.png,http://www.nfl.com/player/mikehart/246/profile,1986-04-09,32
246,2009,2200,Mike Hart,Mike,Michael,Hart,,ACT,RB,RB,HAR690631,00-0026342,Syracuse, NY,1839,Michigan,5-9,206,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAR690631.png,http://www.nfl.com/player/mikehart/246/profile,1986-04-09,32
246,2010,2200,Mike Hart,Mike,Michael,Hart,,ACT,RB,RB,HAR690631,00-0026342,Syracuse, NY,1839,Michigan,5-9,206,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAR690631.png,http://www.nfl.com/player/mikehart/246/profile,1986-04-09,32
248,2008,2100,Lavelle Hawkins,Lavelle,Lamar,Hawkins,,ACT,WR,WR,HAW442308,00-0026266,Stockton, CA,4833,California,5-11,190,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAW442308.png,http://www.nfl.com/player/lavellehawkins/248/profile,1986-07-12,87
248,2009,2100,Lavelle Hawkins,Lavelle,Lamar,Hawkins,,ACT,WR,WR,HAW442308,00-0026266,Stockton, CA,4833,California,5-11,190,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAW442308.png,http://www.nfl.com/player/lavellehawkins/248/profile,1986-07-12,87
248,2010,2100,Lavelle Hawkins,Lavelle,Lamar,Hawkins,,ACT,WR,WR,HAW442308,00-0026266,Stockton, CA,4833,California,5-11,194,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAW442308.png,http://www.nfl.com/player/lavellehawkins/248/profile,1986-07-12,87
248,2011,2100,Lavelle Hawkins,Lavelle,Lamar,Hawkins,,ACT,WR,WR,HAW442308,00-0026266,Stockton, CA,4833,California,5-11,194,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAW442308.png,http://www.nfl.com/player/lavellehawkins/248/profile,1986-07-12,87
248,2012,2100,Lavelle Hawkins,Lavelle,Lamar,Hawkins,,ACT,WR,WR,HAW442308,00-0026266,Stockton, CA,4833,California,5-11,194,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAW442308.png,http://www.nfl.com/player/lavellehawkins/248/profile,1986-07-12,87
248,2013,4400,Lavelle Hawkins,Lavelle,Lamar,Hawkins,,ACT,WR,WR,HAW442308,00-0026266,Stockton, CA,4833,California,5-11,194,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAW442308.png,http://www.nfl.com/player/lavellehawkins/248/profile,1986-07-12,10
248,2014,4900,Lavelle Hawkins,Lavelle,Lamar,Hawkins,,CUT,WR,WR,HAW442308,00-0026266,Stockton, CA,4833,California,5-11,194,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAW442308.png,http://www.nfl.com/player/lavellehawkins/248/profile,1986-07-12,15
250,2008,2700,Joey Haynos,Joey,Michael,Haynos,,ACT,TE,TE,HAY750214,00-0026026,Silver Spring, MD,5814,Maryland,6-7,266,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAY750214.png,http://www.nfl.com/player/joeyhaynos/250/profile,1984-08-28,81
250,2009,2700,Joey Haynos,Joey,Michael,Haynos,,ACT,TE,TE,HAY750214,00-0026026,Silver Spring, MD,5814,Maryland,6-8,270,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAY750214.png,http://www.nfl.com/player/joeyhaynos/250/profile,1984-08-28,81
250,2010,2700,Joey Haynos,Joey,Michael,Haynos,,RES,TE,TE,HAY750214,00-0026026,Silver Spring, MD,5814,Maryland,6-8,270,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAY750214.png,http://www.nfl.com/player/joeyhaynos/250/profile,1984-08-28,81
250,2011,2250,Joey Haynos,Joey,Michael,Haynos,,CUT,TE,TE,HAY750214,00-0026026,Silver Spring, MD,5814,Maryland,6-8,270,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAY750214.png,http://www.nfl.com/player/joeyhaynos/250/profile,1984-08-28,81
250,2012,2100,Joey Haynos,Joey,Michael,Haynos,,CUT,TE,TE,HAY750214,00-0026026,Silver Spring, MD,5814,Maryland,6-8,270,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAY750214.png,http://www.nfl.com/player/joeyhaynos/250/profile,1984-08-28,44
252,2008,2700,Chad Henne,Chad,Steven,Henne,,ACT,QB,QB,HEN507580,00-0026197,Wyomissing, PA,1839,Michigan,6-3,230,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HEN507580.png,http://www.nfl.com/player/chadhenne/252/profile,1985-07-02,7
252,2009,2700,Chad Henne,Chad,Steven,Henne,,ACT,QB,QB,HEN507580,00-0026197,Wyomissing, PA,1839,Michigan,6-3,230,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HEN507580.png,http://www.nfl.com/player/chadhenne/252/profile,1985-07-02,7
252,2010,2700,Chad Henne,Chad,Steven,Henne,,ACT,QB,QB,HEN507580,00-0026197,Wyomissing, PA,1839,Michigan,6-3,230,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HEN507580.png,http://www.nfl.com/player/chadhenne/252/profile,1985-07-02,7
252,2011,2700,Chad Henne,Chad,Steven,Henne,,RES,QB,QB,HEN507580,00-0026197,Wyomissing, PA,1839,Michigan,6-3,230,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HEN507580.png,http://www.nfl.com/player/chadhenne/252/profile,1985-07-02,7
252,2012,2250,Chad Henne,Chad,Steven,Henne,,ACT,QB,QB,HEN507580,00-0026197,Wyomissing, PA,1839,Michigan,6-3,230,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HEN507580.png,http://www.nfl.com/player/chadhenne/252/profile,1985-07-02,7
252,2013,2250,Chad Henne,Chad,Steven,Henne,,ACT,QB,QB,HEN507580,00-0026197,Wyomissing, PA,1839,Michigan,6-3,230,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HEN507580.png,http://www.nfl.com/player/chadhenne/252/profile,1985-07-02,7
252,2014,2250,Chad Henne,Chad,Steven,Henne,,ACT,QB,QB,HEN507580,00-0026197,Wyomissing, PA,1839,Michigan,6-3,230,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HEN507580.png,http://www.nfl.com/player/chadhenne/252/profile,1985-07-02,7
252,2015,2250,Chad Henne,Chad,Steven,Henne,,ACT,QB,QB,HEN507580,00-0026197,Wyomissing, PA,1839,Michigan,6-3,220,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HEN507580.png,http://www.nfl.com/player/chadhenne/252/profile,1985-07-02,7
252,2016,2250,Chad Henne,Chad,Steven,Henne,,ACT,QB,QB,HEN507580,00-0026197,Wyomissing, PA,1839,Michigan,6-3,219,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HEN507580.png,http://www.nfl.com/player/chadhenne/252/profile,1985-07-02,7
